,duration,station_A_id,station_A_name,station_B_id,station_B_name,bike_id,user_type,user_birth_year,user_gender,user_type_cat,tire_sizes,duration_trim,duration_time,ride_id
18892,17 minutes,30,San Francisco Caltrain (Townsend St at 4th St),9,Broadway at Battery St,3123,2,1967,Male,2,27,17 ,17,18892
18893,13 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),58,Market St at 10th St,5343,1,1972,Male,1,26,13 ,13,18893
18894,3 minutes,3,Powell St BART Station (Market St at 4th St),47,4th St at Harrison St,5522,1,1961,Male,1,27,3 ,3,18894
18895,4 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),6,The Embarcadero at Sansome St,5371,1,1986,Male,1,26,4 ,4,18895
18896,9 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),15,San Francisco Ferry Building (Harry Bridges Plaza),4735,3,1993,Female,3,27,9 ,9,18896
18897,4 minutes,21,Montgomery St BART Station (Market St at 2nd St),343,Bryant St at 2nd St,5341,3,1974,Male,3,27,4 ,4,18897
18898,11 minutes,22,Howard St at Beale St,90,Townsend St at 7th St,4750,2,1987,Female,2,26,11 ,11,18898
18899,8 minutes,30,San Francisco Caltrain (Townsend St at 4th St),19,Post St at Kearny St,4938,2,1988,Male,2,27,8 ,8,18899
18900,8 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),50,2nd St at Townsend St,733,2,1973,Male,2,26,8 ,8,18900
18901,5 minutes,5,Powell St BART Station (Market St at 5th St),64,5th St at Brannan St,4834,2,1966,Male,2,26,5 ,5,18901
18902,5 minutes,5,Powell St BART Station (Market St at 5th St),64,5th St at Brannan St,4408,2,1969,Female,2,26,5 ,5,18902
18903,3 minutes,5,Powell St BART Station (Market St at 5th St),64,5th St at Brannan St,1039,2,1977,Male,2,26,3 ,3,18903
18904,9 minutes,22,Howard St at Beale St,364,China Basin St at 3rd St,2702,2,1974,Male,2,26,9 ,9,18904
18905,3 minutes,3,Powell St BART Station (Market St at 4th St),349,Howard St at Mary St,4604,2,1975,Male,2,27,3 ,3,18905
18906,5 minutes,3,Powell St BART Station (Market St at 4th St),61,Howard St at 8th St,4615,3,1991,Male,3,27,5 ,5,18906
18907,4 minutes,5,Powell St BART Station (Market St at 5th St),64,5th St at Brannan St,2535,2,1969,Male,2,26,4 ,4,18907
18908,10 minutes,30,San Francisco Caltrain (Townsend St at 4th St),22,Howard St at Beale St,4988,1,1989,Female,1,26,10 ,10,18908
18909,2 minutes,16,Steuart St at Market St,23,The Embarcadero at Steuart St,3574,2,1982,Female,2,27,2 ,2,18909
18910,3 minutes,3,Powell St BART Station (Market St at 4th St),47,4th St at Harrison St,5352,3,1987,Male,3,27,3 ,3,18910
18911,7 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),5,Powell St BART Station (Market St at 5th St),5411,2,1988,Male,2,27,7 ,7,18911
18912,5 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),5,Powell St BART Station (Market St at 5th St),4614,2,1990,Female,2,27,5 ,5,18912
18913,9 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),23,The Embarcadero at Steuart St,283,2,1979,Male,2,27,9 ,9,18913
18914,3 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),23,The Embarcadero at Steuart St,3390,2,1968,Male,2,27,3 ,3,18914
18915,5 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),6,The Embarcadero at Sansome St,3554,3,1977,Male,3,26,5 ,5,18915
18916,9 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),77,11th St at Natoma St,1718,1,1988,Male,1,27,9 ,9,18916
18917,6 minutes,30,San Francisco Caltrain (Townsend St at 4th St),349,Howard St at Mary St,4351,3,1979,Male,3,27,6 ,6,18917
18918,4 minutes,22,Howard St at Beale St,9,Broadway at Battery St,5166,2,1983,Male,2,27,4 ,4,18918
18919,8 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),44,Civic Center/UN Plaza BART Station (Market St at McAllister St),1931,2,1992,Male,2,26,8 ,8,18919
18920,17 minutes,22,Howard St at Beale St,39,Scott St at Golden Gate Ave,4533,2,1985,Female,2,27,17 ,17,18920
18921,17 minutes,30,San Francisco Caltrain (Townsend St at 4th St),8,The Embarcadero at Vallejo St,1714,2,1985,Male,2,26,17 ,17,18921
18922,8 minutes,22,Howard St at Beale St,6,The Embarcadero at Sansome St,535,1,1971,Male,1,26,8 ,8,18922
18923,10 minutes,30,San Francisco Caltrain (Townsend St at 4th St),20,Mechanics Monument Plaza (Market St at Bush St),4745,2,1988,Male,2,26,10 ,10,18923
18924,17 minutes,30,San Francisco Caltrain (Townsend St at 4th St),383,Golden Gate Ave at Franklin St,2981,1,1980,Male,1,27,17 ,17,18924
18925,8 minutes,30,San Francisco Caltrain (Townsend St at 4th St),22,Howard St at Beale St,2950,2,1995,Male,2,26,8 ,8,18925
18926,5 minutes,81,Berry St at 4th St,104,4th St at 16th St,3402,3,1995,Female,3,26,5 ,5,18926
18927,7 minutes,30,San Francisco Caltrain (Townsend St at 4th St),19,Post St at Kearny St,444,1,1972,Male,1,27,7 ,7,18927
18928,16 minutes,30,San Francisco Caltrain (Townsend St at 4th St),24,Spear St at Folsom St,2016,3,1983,Male,3,26,16 ,16,18928
18929,14 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),11,Davis St at Jackson St,1839,1,1983,Male,1,27,14 ,14,18929
18930,8 minutes,30,San Francisco Caltrain (Townsend St at 4th St),15,San Francisco Ferry Building (Harry Bridges Plaza),5371,1,1983,Male,1,27,8 ,8,18930
18931,5 minutes,21,Montgomery St BART Station (Market St at 2nd St),49,S Park St at 3rd St,5051,1,1979,Male,1,27,5 ,5,18931
18932,14 minutes,22,Howard St at Beale St,350,8th St at Brannan St,3571,2,1991,Male,2,26,14 ,14,18932
18933,2 minutes,21,Montgomery St BART Station (Market St at 2nd St),13,Commercial St at Montgomery St,5003,1,1982,Male,1,27,2 ,2,18933
18934,16 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),33,Golden Gate Ave at Hyde St,3208,2,1963,Male,2,27,16 ,16,18934
18935,5 minutes,22,Howard St at Beale St,50,2nd St at Townsend St,242,3,1988,Female,3,26,5 ,5,18935
18936,13 minutes,30,San Francisco Caltrain (Townsend St at 4th St),22,Howard St at Beale St,3242,2,1962,Male,2,26,13 ,13,18936
18937,12 minutes,22,Howard St at Beale St,90,Townsend St at 7th St,4717,2,1981,Female,2,26,12 ,12,18937
18938,18 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),102,Irwin St at 8th St,1651,2,1978,Other,2,26,18 ,18,18938
18939,8 minutes,22,Howard St at Beale St,66,3rd St at Townsend St,2353,1,1961,Male,1,26,8 ,8,18939
18940,5 minutes,5,Powell St BART Station (Market St at 5th St),47,4th St at Harrison St,3617,3,1981,Female,3,27,5 ,5,18940
18941,11 minutes,81,Berry St at 4th St,8,The Embarcadero at Vallejo St,841,2,1969,Male,2,26,11 ,11,18941
18942,12 minutes,30,San Francisco Caltrain (Townsend St at 4th St),11,Davis St at Jackson St,4997,2,1968,Male,2,27,12 ,12,18942
18943,15 minutes,81,Berry St at 4th St,17,Embarcadero BART Station (Beale St at Market St),4450,2,1970,Male,2,27,15 ,15,18943
18944,5 minutes,3,Powell St BART Station (Market St at 4th St),30,San Francisco Caltrain (Townsend St at 4th St),4988,3,1982,Male,3,26,5 ,5,18944
18945,14 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),9,Broadway at Battery St,1126,2,1984,Other,2,27,14 ,14,18945
18946,4 minutes,22,Howard St at Beale St,36,Folsom St at 3rd St,4517,2,1962,Male,2,26,4 ,4,18946
18947,6 minutes,21,Montgomery St BART Station (Market St at 2nd St),49,S Park St at 3rd St,4761,3,1988,Female,3,27,6 ,6,18947
18948,14 minutes,30,San Francisco Caltrain (Townsend St at 4th St),20,Mechanics Monument Plaza (Market St at Bush St),1744,1,1977,Male,1,26,14 ,14,18948
18949,15 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),59,S Van Ness Ave at Market St,2915,1,1977,Male,1,27,15 ,15,18949
18950,7 minutes,5,Powell St BART Station (Market St at 5th St),67,San Francisco Caltrain Station 2  (Townsend St at 4th St),283,2,1991,Female,2,27,7 ,7,18950
18951,7 minutes,22,Howard St at Beale St,8,The Embarcadero at Vallejo St,192,2,1962,Female,2,26,7 ,7,18951
18952,10 minutes,81,Berry St at 4th St,15,San Francisco Ferry Building (Harry Bridges Plaza),3554,2,1980,Female,2,27,10 ,10,18952
18953,12 minutes,81,Berry St at 4th St,20,Mechanics Monument Plaza (Market St at Bush St),5541,2,1988,Male,2,26,12 ,12,18953
18954,11 minutes,30,San Francisco Caltrain (Townsend St at 4th St),11,Davis St at Jackson St,4732,2,1966,Male,2,27,11 ,11,18954
18955,10 minutes,81,Berry St at 4th St,11,Davis St at Jackson St,4818,2,1980,Male,2,27,10 ,10,18955
18956,14 minutes,30,San Francisco Caltrain (Townsend St at 4th St),20,Mechanics Monument Plaza (Market St at Bush St),2270,1,1963,Male,1,26,14 ,14,18956
18957,10 minutes,5,Powell St BART Station (Market St at 5th St),90,Townsend St at 7th St,1842,3,1977,Male,3,26,10 ,10,18957
18958,16 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),104,4th St at 16th St,495,1,1990,Female,1,26,16 ,16,18958
18959,14 minutes,30,San Francisco Caltrain (Townsend St at 4th St),11,Davis St at Jackson St,5572,3,1981,Female,3,27,14 ,14,18959
18960,4 minutes,22,Howard St at Beale St,13,Commercial St at Montgomery St,5027,3,1981,Female,3,27,4 ,4,18960
18961,4 minutes,16,Steuart St at Market St,24,Spear St at Folsom St,5082,1,1988,Male,1,26,4 ,4,18961
18962,9 minutes,30,San Francisco Caltrain (Townsend St at 4th St),19,Post St at Kearny St,3661,1,1986,Female,1,27,9 ,9,18962
18963,3 minutes,16,Steuart St at Market St,8,The Embarcadero at Vallejo St,5416,1,1984,Male,1,26,3 ,3,18963
18964,10 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),22,Howard St at Beale St,535,3,1991,Female,3,26,10 ,10,18964
18965,9 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),22,Howard St at Beale St,3004,1,1988,Male,1,26,9 ,9,18965
18966,4 minutes,81,Berry St at 4th St,104,4th St at 16th St,320,3,1984,Male,3,26,4 ,4,18966
18967,2 minutes,22,Howard St at Beale St,23,The Embarcadero at Steuart St,2908,2,1961,Male,2,27,2 ,2,18967
18968,11 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),41,Golden Gate Ave at Polk St,4987,2,1984,Male,2,27,11 ,11,18968
18969,9 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),30,San Francisco Caltrain (Townsend St at 4th St),444,1,1971,Male,1,26,9 ,9,18969
18970,22 minutes,30,San Francisco Caltrain (Townsend St at 4th St),14,Clay St at Battery St,1543,3,1980,Male,3,26,22 ,22,18970
18971,7 minutes,81,Berry St at 4th St,23,The Embarcadero at Steuart St,5564,3,1974,Male,3,27,7 ,7,18971
18972,11 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),22,Howard St at Beale St,6235,1,1963,Male,1,26,11 ,11,18972
18973,8 minutes,16,Steuart St at Market St,6,The Embarcadero at Sansome St,3334,2,1986,Female,2,26,8 ,8,18973
18974,11 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),58,Market St at 10th St,4624,3,1990,Male,3,26,11 ,11,18974
18975,12 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),58,Market St at 10th St,4319,2,1978,Female,2,26,12 ,12,18975
18976,9 minutes,30,San Francisco Caltrain (Townsend St at 4th St),21,Montgomery St BART Station (Market St at 2nd St),3392,2,1985,Male,2,27,9 ,9,18976
18977,25 minutes,30,San Francisco Caltrain (Townsend St at 4th St),17,Embarcadero BART Station (Beale St at Market St),5502,1,1981,Female,1,27,25 ,25,18977
18978,9 minutes,30,San Francisco Caltrain (Townsend St at 4th St),21,Montgomery St BART Station (Market St at 2nd St),406,2,1967,Male,2,27,9 ,9,18978
18979,8 minutes,16,Steuart St at Market St,36,Folsom St at 3rd St,5538,1,1962,Male,1,26,8 ,8,18979
18980,7 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),100,Bryant St at 15th St,5313,1,1989,Male,1,26,7 ,7,18980
18981,9 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),61,Howard St at 8th St,4557,2,1989,Female,2,27,9 ,9,18981
18982,8 minutes,81,Berry St at 4th St,130,22nd St Caltrain Station,5148,3,1980,Male,3,26,8 ,8,18982
18983,9 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),17,Embarcadero BART Station (Beale St at Market St),4934,3,1967,Male,3,27,9 ,9,18983
18984,3 minutes,5,Powell St BART Station (Market St at 5th St),19,Post St at Kearny St,236,2,1981,Male,2,27,3 ,3,18984
18985,7 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),363,Salesforce Transit Center (Natoma St at 2nd St),2796,2,1986,Male,2,27,7 ,7,18985
18986,4 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),90,Townsend St at 7th St,3066,2,1983,Male,2,26,4 ,4,18986
18987,4 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),343,Bryant St at 2nd St,4795,2,1991,Female,2,27,4 ,4,18987
18988,8 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),23,The Embarcadero at Steuart St,5182,2,1965,Male,2,27,8 ,8,18988
18989,4 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),90,Townsend St at 7th St,2795,2,1977,Male,2,26,4 ,4,18989
18990,9 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),44,Civic Center/UN Plaza BART Station (Market St at McAllister St),3377,2,1973,Male,2,26,9 ,9,18990
18991,5 minutes,16,Steuart St at Market St,6,The Embarcadero at Sansome St,4750,2,1974,Male,2,26,5 ,5,18991
18992,5 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),21,Montgomery St BART Station (Market St at 2nd St),1406,2,1972,Male,2,27,5 ,5,18992
18993,6 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),89,Division St at Potrero Ave,5402,2,1985,Female,2,27,6 ,6,18993
18994,8 minutes,30,San Francisco Caltrain (Townsend St at 4th St),21,Montgomery St BART Station (Market St at 2nd St),4761,2,1982,Male,2,27,8 ,8,18994
18995,7 minutes,30,San Francisco Caltrain (Townsend St at 4th St),23,The Embarcadero at Steuart St,5247,2,1990,Female,2,27,7 ,7,18995
18996,8 minutes,30,San Francisco Caltrain (Townsend St at 4th St),21,Montgomery St BART Station (Market St at 2nd St),5240,3,1989,Male,3,27,8 ,8,18996
18997,1 minutes,21,Montgomery St BART Station (Market St at 2nd St),363,Salesforce Transit Center (Natoma St at 2nd St),5358,2,1981,Male,2,27,1 ,1,18997
18998,11 minutes,22,Howard St at Beale St,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),1839,2,1976,Female,2,27,11 ,11,18998
18999,5 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),102,Irwin St at 8th St,1834,2,1980,Male,2,26,5 ,5,18999
19000,5 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),25,Howard St at 2nd St,5424,1,1962,Male,1,27,5 ,5,19000
19001,2 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),64,5th St at Brannan St,3375,2,1964,Male,2,26,2 ,2,19001
19002,17 minutes,22,Howard St at Beale St,102,Irwin St at 8th St,2743,1,1961,Female,1,26,17 ,17,19002
19003,6 minutes,3,Powell St BART Station (Market St at 4th St),17,Embarcadero BART Station (Beale St at Market St),3034,2,1964,Male,2,27,6 ,6,19003
19004,15 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),97,14th St at Mission St,3210,1,1975,Male,1,27,15 ,15,19004
19005,4 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),350,8th St at Brannan St,4980,2,1981,Male,2,26,4 ,4,19005
19006,11 minutes,16,Steuart St at Market St,79,7th St at Brannan St,4799,1,1980,Male,1,27,11 ,11,19006
19007,15 minutes,16,Steuart St at Market St,104,4th St at 16th St,4407,1,1962,Female,1,26,15 ,15,19007
19008,11 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),20,Mechanics Monument Plaza (Market St at Bush St),4930,2,1972,Male,2,26,11 ,11,19008
19009,9 minutes,81,Berry St at 4th St,15,San Francisco Ferry Building (Harry Bridges Plaza),5411,2,1991,Male,2,27,9 ,9,19009
19010,9 minutes,22,Howard St at Beale St,93,4th St at Mission Bay Blvd S,4965,2,1977,Female,2,27,9 ,9,19010
19011,8 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),50,2nd St at Townsend St,1296,3,1953,Male,3,26,8 ,8,19011
19012,4 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),6,The Embarcadero at Sansome St,5237,1,1985,Male,1,26,4 ,4,19012
19013,2 minutes,30,San Francisco Caltrain (Townsend St at 4th St),50,2nd St at Townsend St,4343,1,1982,Male,1,26,2 ,2,19013
19014,12 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),97,14th St at Mission St,218,2,1981,Male,2,27,12 ,12,19014
19015,11 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),22,Howard St at Beale St,4635,3,1961,Male,3,26,11 ,11,19015
19016,3 minutes,21,Montgomery St BART Station (Market St at 2nd St),343,Bryant St at 2nd St,4804,2,1980,Male,2,27,3 ,3,19016
19017,14 minutes,30,San Francisco Caltrain (Townsend St at 4th St),15,San Francisco Ferry Building (Harry Bridges Plaza),5424,3,1977,Male,3,27,14 ,14,19017
19018,11 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),9,Broadway at Battery St,4745,3,1988,Male,3,27,11 ,11,19018
19019,9 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),50,2nd St at Townsend St,5239,1,1969,Female,1,26,9 ,9,19019
19020,9 minutes,30,San Francisco Caltrain (Townsend St at 4th St),14,Clay St at Battery St,3673,2,1959,Male,2,26,9 ,9,19020
19021,8 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),22,Howard St at Beale St,4533,2,1971,Male,2,26,8 ,8,19021
19022,11 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),17,Embarcadero BART Station (Beale St at Market St),5540,2,1982,Male,2,27,11 ,11,19022
19023,6 minutes,16,Steuart St at Market St,81,Berry St at 4th St,5564,2,1990,Male,2,27,6 ,6,19023
19024,4 minutes,22,Howard St at Beale St,14,Clay St at Battery St,2186,2,1987,Male,2,26,4 ,4,19024
19025,11 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),17,Embarcadero BART Station (Beale St at Market St),4741,1,1997,Female,1,27,11 ,11,19025
19026,15 minutes,22,Howard St at Beale St,59,S Van Ness Ave at Market St,2375,2,1982,Male,2,27,15 ,15,19026
19027,11 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),17,Embarcadero BART Station (Beale St at Market St),4770,2,1985,Male,2,27,11 ,11,19027
19028,10 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),16,Steuart St at Market St,2198,3,1967,Male,3,26,10 ,10,19028
19029,8 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),16,Steuart St at Market St,5538,2,1963,Male,2,26,8 ,8,19029
19030,9 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),14,Clay St at Battery St,4734,3,1988,Male,3,26,9 ,9,19030
19031,9 minutes,30,San Francisco Caltrain (Townsend St at 4th St),20,Mechanics Monument Plaza (Market St at Bush St),4970,2,1986,Male,2,26,9 ,9,19031
19032,8 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),22,Howard St at Beale St,4717,2,1967,Male,2,26,8 ,8,19032
19033,6 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),88,11th St at Bryant St,5570,2,1989,Female,2,26,6 ,6,19033
19034,7 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),37,2nd St at Folsom St,5188,1,1986,Male,1,27,7 ,7,19034
19035,16 minutes,22,Howard St at Beale St,383,Golden Gate Ave at Franklin St,1070,2,1977,Female,2,27,16 ,16,19035
19036,15 minutes,22,Howard St at Beale St,130,22nd St Caltrain Station,4408,1,1986,Female,1,26,15 ,15,19036
19037,6 minutes,21,Montgomery St BART Station (Market St at 2nd St),47,4th St at Harrison St,4383,3,1983,Female,3,27,6 ,6,19037
19038,6 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),88,11th St at Bryant St,4597,2,1989,Male,2,26,6 ,6,19038
19039,6 minutes,30,San Francisco Caltrain (Townsend St at 4th St),27,Beale St at Harrison St,5055,3,1976,Female,3,27,6 ,6,19039
19040,4 minutes,21,Montgomery St BART Station (Market St at 2nd St),343,Bryant St at 2nd St,4778,2,1993,Male,2,27,4 ,4,19040
19041,10 minutes,21,Montgomery St BART Station (Market St at 2nd St),92,Mission Bay Kids Park,5428,1,1988,Male,1,26,10 ,10,19041
19042,8 minutes,21,Montgomery St BART Station (Market St at 2nd St),66,3rd St at Townsend St,4848,2,1975,Female,2,26,8 ,8,19042
19043,5 minutes,30,San Francisco Caltrain (Townsend St at 4th St),89,Division St at Potrero Ave,2193,1,1984,Male,1,27,5 ,5,19043
19044,5 minutes,30,San Francisco Caltrain (Townsend St at 4th St),27,Beale St at Harrison St,4718,3,1984,Male,3,27,5 ,5,19044
